timestamp,Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4
24.7578,-22.03,-32.65,-34.80,-31.16,-13.91,-8.67,-6.04,-1.81,7.41,8.00,11.16,4.06,3.06,-20.06
24.7656,-28.25,-46.95,-27.76,-11.58,-2.89,4.92,6.96,4.98,14.85,4.83,-0.78,-5.28,-10.66,-18.48
24.7734,-28.41,-20.44,-7.88,4.79,9.88,13.18,10.13,5.79,8.15,-3.01,-11.22,-14.94,-22.25,-19.85
24.7813,-13.18,-5.87,0.58,10.36,12.34,9.85,2.80,-3.59,-9.09,-15.67,-23.73,-28.67,-24.47,-21.84
24.7891,-10.49,-0.71,7.17,13.23,8.89,3.60,-8.44,-16.28,-18.84,-27.03,-27.85,-21.54,-12.70,-7.66
24.7969,-9.53,-4.49,7.68,6.64,-1.02,-7.57,-10.01,-18.30,-26.46,-27.12,-22.32,-10.63,-4.75,10.77
24.8047,-9.52,0.97,11.61,9.05,0.13,-6.25,-14.87,-15.92,-25.72,-19.24,-13.35,-2.60,11.99,18.22
24.8125,2.83,9.90,17.75,14.85,0.54,-8.45,-15.59,-14.38,-18.47,-14.78,-4.61,7.56,12.74,21.84
24.8203,15.32,25.41,16.43,10.45,-2.47,-9.07,-17.33,-17.78,-20.22,-5.92,2.20,13.48,13.91,18.00
24.8281,27.10,26.01,14.88,-4.38,-10.92,-23.91,-21.82,-17.13,-18.17,-3.70,8.98,18.26,13.55,14.41
24.8359,17.96,9.56,-8.87,-24.36,-19.68,-30.98,-23.47,-19.73,-7.74,3.75,14.57,19.26,21.37,11.48
24.8438,-0.40,-15.67,-27.36,-38.62,-32.62,-27.75,-21.28,-6.08,7.74,21.75,23.46,23.21,16.97,13.35
24.8516,-11.27,-27.65,-31.09,-35.94,-24.28,-21.58,-9.13,2.97,20.20,33.14,26.55,18.40,11.87,-2.33
24.8594,-17.57,-27.91,-30.26,-26.17,-13.60,-2.18,8.22,12.32,27.33,28.38,23.11,9.34,-6.16,-13.96
24.8672,-17.53,-16.11,-14.16,-14.63,-1.82,4.79,9.45,13.39,23.82,19.91,2.31,-7.79,-21.12,-20.88
24.8750,-17.34,-13.70,-12.76,-9.09,-3.58,6.17,12.16,10.10,10.50,8.04,-9.77,-17.74,-26.78,-23.47
24.8828,-15.74,-20.70,-13.98,-5.85,-2.97,-1.27,-2.91,3.58,1.61,-1.86,-11.09,-22.67,-17.09,-9.22
24.8906,-22.17,-18.62,-14.86,-5.92,1.80,5.24,6.66,1.84,2.53,-10.34,-12.49,-16.16,-6.34,-0.49
24.8984,-22.65,-11.65,-5.95,6.47,1.50,9.52,11.74,4.19,-4.75,-13.20,-13.21,-10.81,-1.86,10.72
24.9063,-6.03,5.40,9.79,13.73,9.28,7.28,10.71,7.27,-10.51,-9.06,-12.00,-6.91,1.81,12.65
24.9141,10.47,20.15,17.26,16.24,6.79,6.46,1.08,-0.80,-17.11,-13.12,-9.07,-0.18,10.31,18.85
24.9219,16.41,15.19,10.05,1.34,-1.93,-8.18,-7.16,-6.95,-17.56,-13.63,-4.48,11.33,19.58,23.93
24.9297,14.51,5.78,-1.42,-9.37,-9.99,-9.52,-12.89,-8.69,-8.77,-1.55,7.45,20.10,29.62,33.69
24.9375,-3.39,-9.71,-23.53,-27.41,-15.10,-6.78,-1.81,-4.07,8.11,11.08,20.62,28.89,28.91,30.58
24.9453,-10.59,-21.69,-21.04,-21.09,-6.72,-3.97,6.03,13.64,15.28,24.84,29.14,28.24,21.49,18.34
24.9531,-15.01,-20.30,-20.43,-11.01,4.94,7.57,14.51,18.85,25.38,28.59,27.74,16.39,11.33,2.58
24.9609,-15.83,-12.66,-7.30,-0.84,9.22,14.19,18.32,18.87,20.82,21.38,16.69,5.28,-6.06,-6.11
24.9688,-16.26,-16.50,-5.55,0.74,4.68,11.36,15.48,11.84,12.96,11.28,5.30,-2.16,-7.96,-11.99
24.9766,-21.97,-18.92,-9.70,-2.22,7.19,8.43,10.23,7.98,13.12,7.37,-3.88,-4.94,-8.83,-5.86
24.9844,-25.46,-18.35,-6.71,4.94,10.40,11.10,14.81,12.77,3.19,-0.36,1.86,-1.27,-3.55,2.45
24.9922,-17.07,-7.25,9.63,20.31,20.32,21.55,15.16,5.79,0.28,-1.73,-5.47,0.47,-2.58,3.06
25.0000,2.58,14.63,33.07,33.89,23.80,15.41,17.79,7.86,-10.20,-7.39,-11.47,-6.17,-1.47,2.07
25.0078,16.91,31.20,36.64,32.26,17.06,10.34,-2.50,-9.74,-17.12,-14.60,-4.98,-2.37,4.11,11.21
25.0156,27.29,31.14,32.97,18.49,7.24,-0.91,-13.59,-13.39,-21.89,-11.12,1.53,6.13,15.42,16.86
25.0234,22.41,25.55,13.34,18.95,-5.47,-10.85,-10.99,-13.87,-13.36,5.60,12.83,20.90,24.26,26.41
25.0313,13.96,14.94,0.64,-9.04,-7.52,-7.46,-12.44,1.35,1.82,17.18,27.68,34.21,29.51,20.68
25.0391,13.68,10.27,0.13,-9.00,-6.84,-8.20,-1.15,10.96,22.20,29.91,36.36,33.34,16.17,8.58
25.0469,12.41,7.61,3.07,-7.17,-4.57,-0.36,10.39,11.13,23.89,28.70,25.35,15.56,1.78,-13.79
25.0547,15.23,3.87,-5.52,-10.09,-3.46,2.50,9.21,15.21,22.45,27.18,17.83,1.92,-8.86,-21.58
25.0625,5.62,-7.98,-11.77,-10.79,-2.66,-0.40,8.83,14.69,20.48,20.78,10.37,-6.05,-16.57,-22.37
25.0703,-13.95,-15.11,-33.99,-15.75,-2.22,8.79,11.60,13.92,26.95,19.61,0.20,-12.63,-21.53,-19.36
25.0781,-22.59,-17.90,-8.99,-3.69,7.22,14.79,22.17,18.64,22.28,12.47,-5.66,-11.18,-20.97,-20.85
25.0859,-12.09,-2.87,12.00,12.94,19.90,21.68,21.47,17.76,15.34,-1.92,-12.57,-23.88,-27.16,-16.59
25.0938,2.35,17.22,25.86,34.00,25.75,19.70,18.47,15.40,1.99,-16.27,-26.01,-28.22,-21.16,-13.94
25.1016,15.45,24.25,30.32,28.33,16.79,15.71,7.60,-1.26,-11.36,-28.45,-31.21,-22.72,-17.61,-6.27
25.1094,21.36,22.34,25.18,16.21,10.34,4.89,-5.05,0.37,-25.02,-22.32,-24.91,-15.88,-0.92,11.37
25.1172,16.31,14.82,8.93,2.60,0.94,-1.14,-6.68,-8.51,-18.32,-17.57,-12.48,3.04,8.97,15.95
25.1250,11.94,11.42,9.81,4.07,0.08,-4.52,-3.31,-3.97,-12.67,-1.86,0.52,9.16,19.23,17.32
25.1328,18.30,14.82,3.07,5.09,4.03,4.93,4.35,2.17,-3.41,0.65,4.99,9.69,11.14,12.35
25.1406,18.10,9.00,4.59,1.11,2.25,1.89,2.91,1.51,2.04,6.19,8.80,9.12,7.21,1.22
25.1484,14.86,7.99,-0.39,-10.40,-2.94,-0.61,-3.91,-3.79,4.25,6.39,5.36,0.66,-6.26,-6.71
25.1563,0.13,-7.50,-18.01,-12.26,-6.24,-1.54,-3.46,-0.32,3.98,8.44,0.24,-1.62,-5.13,-11.61
25.1641,-20.99,-24.66,-18.91,-18.80,1.53,1.73,7.78,7.45,11.25,6.57,1.22,-1.85,-11.36,-15.96
25.1719,-27.38,-24.57,-19.21,-5.00,10.54,13.24,8.64,10.47,15.05,1.79,-4.94,-11.94,-17.81,-16.66
25.1797,-21.75,-10.05,4.97,20.37,16.98,8.40,13.20,8.39,1.72,-10.20,-18.41,-18.32,-26.04,-26.25
25.1875,-4.68,10.79,20.32,30.88,17.59,17.05,4.10,-4.48,-10.77,-23.20,-24.12,-27.51,-30.04,-19.61
25.1953,11.48,21.66,24.06,30.99,12.31,3.16,-6.60,-14.98,-25.15,-34.35,-27.01,-26.03,-20.47,-6.64
25.2031,12.08,15.46,18.96,20.38,5.26,-7.96,-14.08,-21.08,-29.56,-34.42,-20.70,-15.85,-6.03,9.08
25.2109,12.48,19.79,19.24,8.82,-3.20,-14.23,-17.80,-18.73,-24.48,-18.19,-10.69,3.18,8.93,15.39
25.2188,14.25,15.05,12.72,7.15,-6.77,-13.76,-18.53,-15.64,-18.57,-12.88,4.27,12.73,15.04,15.55
25.2266,22.33,26.93,16.88,8.99,-10.56,-10.71,-18.81,-14.92,-10.83,-3.34,2.96,14.31,11.15,8.64
25.2344,30.01,27.48,14.30,-6.90,-9.90,-21.31,-20.89,-13.87,-12.07,-2.43,8.49,10.28,9.55,-4.21
25.2422,20.10,11.57,-5.71,-17.28,-25.02,-26.04,-20.93,-18.11,-2.00,4.47,10.66,13.00,1.74,-3.56
25.2500,6.95,-9.12,-26.50,-34.70,-25.26,-24.84,-21.29,-4.82,8.52,15.57,11.97,12.78,-1.94,-5.92
25.2578,-18.10,-25.81,-34.25,-32.65,-24.82,-19.34,-3.25,5.35,21.33,22.92,17.10,4.40,-10.11,-12.93
25.2656,-23.01,-23.57,-27.80,-21.95,-15.41,-2.42,6.83,10.05,20.96,18.11,8.61,-8.73,-20.06,-21.31
25.2734,-17.65,-20.25,-13.29,-5.40,-0.47,3.28,6.51,14.54,14.76,6.12,-9.83,-20.25,-29.86,-30.48
25.2813,0.02,-7.64,0.52,3.58,-1.41,8.23,5.45,6.71,3.59,-11.95,-25.91,-32.00,-36.52,-26.92
25.2891,-4.27,-2.11,-0.33,5.56,0.09,-1.73,-3.47,-7.28,-12.80,-21.15,-30.45,-31.88,-23.70,-10.59
25.2969,-6.45,-7.34,-2.68,-1.38,-5.32,-5.58,-7.24,-6.26,-19.30,-25.38,-22.90,-19.06,-8.60,6.11
25.3047,-10.71,-6.29,-4.32,-0.72,-1.00,-4.23,-5.75,-4.60,-16.10,-18.37,-15.87,-6.61,4.21,12.49
25.3125,2.44,5.32,8.11,5.23,-0.04,-2.14,-4.52,-4.63,-18.17,-14.17,-15.08,-5.06,6.13,19.96
25.3203,14.64,12.10,10.11,7.95,-0.38,-1.88,-8.71,-12.19,-22.60,-15.87,-6.80,3.78,13.40,17.63
25.3281,15.44,12.61,8.26,-5.31,-13.00,-13.47,-14.42,-11.47,-17.36,-11.01,-4.62,7.08,15.34,17.06
25.3359,13.83,2.15,-3.52,-21.24,-21.68,-21.99,-17.30,-18.93,-15.70,-0.10,5.18,11.54,23.27,18.39
25.3438,-7.93,-17.99,-27.92,-32.10,-18.43,-15.34,-17.17,-11.28,0.49,13.70,18.08,20.31,22.17,18.96
25.3516,-27.36,-35.32,-35.80,-32.88,-12.10,-10.82,-17.46,2.86,13.88,16.78,24.69,7.63,17.04,9.34
25.3594,-25.79,-29.21,-30.28,-14.67,-1.54,4.97,10.76,7.88,17.62,16.42,26.95,9.94,2.47,-8.06
25.3672,-23.37,-24.31,-11.14,-6.07,5.29,7.17,8.02,8.67,16.70,7.17,2.71,-1.99,-8.02,-10.83
25.3750,-22.81,-17.64,-3.19,5.66,8.23,10.68,3.10,4.20,7.08,-2.68,-9.84,-8.55,-12.54,-15.60
25.3828,-22.12,-16.54,-7.35,-0.06,4.15,4.21,0.64,-3.21,-5.55,-6.75,-16.59,-10.60,-5.72,-7.66
25.3906,-28.76,-17.33,-3.33,2.78,2.63,-0.32,-2.72,-5.06,-9.02,-12.03,-6.16,-7.51,0.23,10.00
25.3984,-17.91,10.35,4.34,13.86,5.45,5.33,1.25,-1.33,-15.52,-11.08,-4.01,5.51,11.56,16.88
25.4063,-2.45,12.85,20.56,24.27,9.03,6.88,0.00,-2.88,-14.38,-10.54,-3.85,7.67,13.64,21.61
25.4141,17.97,27.01,25.96,20.45,8.05,-3.98,-11.63,-9.59,-20.04,-11.44,-1.21,8.76,19.33,21.22
25.4219,25.28,27.92,17.91,11.05,-7.27,-16.10,-15.45,-12.14,-19.61,-7.81,4.65,21.15,20.85,22.97
25.4297,19.33,15.08,2.53,-10.50,-15.21,-17.26,-17.70,-15.08,-9.34,6.88,17.24,29.47,25.91,23.61
25.4375,6.55,-5.79,-14.39,-27.08,-18.99,-19.48,-15.29,-6.31,13.31,26.97,31.14,34.94,33.34,18.44
25.4453,-4.92,-14.41,-22.08,-23.62,-6.11,-11.51,-4.82,10.08,27.59,37.76,39.92,34.77,22.85,8.07
25.4531,-3.92,-10.36,-12.25,-12.42,-9.83,-2.53,5.64,20.24,36.50,39.87,32.31,19.07,8.61,-10.72
25.4609,-3.88,-12.86,-13.35,-5.85,-5.04,7.91,9.46,21.40,28.84,26.07,16.79,5.63,-6.05,-16.41
25.4688,-7.50,-15.61,-16.50,-11.36,-4.09,3.23,10.47,19.96,21.98,16.76,2.35,-6.19,-18.36,-18.92
25.4766,-19.49,-19.67,-12.33,-11.61,-3.03,7.17,14.68,14.48,21.15,9.02,0.58,-10.47,-18.69,-10.41
25.4844,-20.27,-22.76,-11.49,-0.53,5.49,15.56,21.80,17.93,18.40,9.51,-2.55,-14.08,-10.82,-8.95
25.4922,-17.17,-9.07,-1.03,13.76,17.74,16.86,22.59,23.17,12.58,0.85,-6.25,-11.80,-8.99,1.78
25.5000,0.08,7.34,23.75,28.24,20.46,25.53,17.95,16.34,3.18,-11.55,-13.06,-11.71,-9.28,5.62
25.5078,17.56,23.86,32.06,29.56,15.61,17.56,12.20,2.04,-11.42,-18.70,-13.34,-14.39,-3.55,7.68
25.5156,26.21,21.75,24.49,19.47,9.14,6.95,3.28,-5.87,-18.08,-12.35,-10.84,0.86,8.73,21.47
25.5234,20.35,14.24,4.05,2.72,-1.15,-2.23,-4.35,-8.03,-12.14,-2.17,5.83,14.84,22.20,27.09
25.5313,9.60,2.00,-7.86,-7.92,-0.21,0.62,1.77,1.51,-0.74,13.77,21.19,21.56,26.74,24.33
25.5391,6.29,0.05,-6.55,-9.88,1.25,1.89,5.70,8.72,13.84,23.51,22.79,21.15,21.80,15.78
25.5469,2.83,-3.54,-2.85,-1.46,8.21,11.57,12.39,11.48,22.03,21.38,17.72,15.57,9.19,-1.29
25.5547,7.04,-4.96,-5.17,-1.10,10.45,9.63,11.54,10.09,15.87,12.65,12.74,2.34,-0.19,-10.94
25.5625,-3.22,-8.04,-6.55,-5.11,10.04,9.63,9.77,12.86,13.37,14.46,1.77,-4.40,-5.19,-15.27
25.5703,-19.16,-17.78,-12.28,-7.68,6.26,11.75,13.30,8.90,16.22,12.03,4.91,-3.09,-12.97,-14.52
25.5781,-23.72,-19.84,-2.54,10.77,14.37,22.15,17.95,16.59,10.56,7.97,-4.74,-10.55,-12.64,-11.59
25.5859,-20.71,-4.64,10.86,23.87,24.50,23.59,21.49,10.89,3.01,-4.49,-6.51,-15.98,-14.34,-12.00
25.5938,6.46,16.12,30.08,42.19,29.58,19.34,10.61,4.93,-5.69,-17.00,-18.90,-15.59,-15.37,-9.88
25.6016,18.25,35.54,41.30,36.06,22.89,-3.84,-3.58,-10.40,-24.13,-22.70,-21.17,-13.18,-8.14,-0.66
25.6094,29.33,33.73,30.78,24.49,6.61,-1.79,-8.70,-14.23,-27.93,-26.02,-11.09,-7.34,7.24,7.99
25.6172,22.84,25.26,18.48,11.90,2.82,-6.57,-17.62,-12.72,-17.71,-12.28,1.60,11.93,13.19,16.77
25.6250,23.39,23.92,13.70,4.15,-6.81,-9.32,-15.77,-13.11,-7.85,2.66,9.76,16.44,18.43,12.05
25.6328,21.75,23.56,14.93,-1.28,-5.25,-5.57,-10.59,-3.78,1.36,9.09,20.90,19.69,11.89,5.88
25.6406,26.33,18.60,10.68,-2.28,-3.96,-5.16,-2.27,2.67,6.09,12.85,15.20,14.96,-1.69,-7.95
25.6484,20.78,10.21,-2.91,-14.05,-12.44,-9.27,-9.80,-0.99,6.99,11.47,10.50,7.28,-9.30,-20.31
25.6563,8.88,-5.64,-12.93,-21.68,-12.21,-7.73,-4.32,1.61,16.91,14.33,12.62,-0.44,-14.68,-22.98
25.6641,-11.41,-22.01,-21.52,-22.98,-12.12,-7.38,1.46,13.25,22.32,13.36,4.05,-7.10,-20.30,-27.11
25.6719,-18.03,-19.45,-16.07,-9.43,-1.50,8.51,15.50,19.09,21.64,11.62,-0.04,-17.84,-25.95,-28.36
25.6797,-15.96,-12.26,-4.90,6.33,5.37,15.97,16.74,13.47,13.60,-1.33,-15.75,-27.72,-37.47,-32.64
25.6875,-1.12,6.97,13.72,20.72,9.34,18.44,13.82,9.03,-6.08,-21.37,-30.68,-37.53,-38.54,-31.64
25.6953,13.46,14.67,19.26,19.53,6.48,5.70,1.42,-6.16,-21.44,-27.32,-33.58,-33.09,-28.47,-17.27
25.7031,11.32,8.90,8.80,8.85,2.46,-4.55,-8.79,-14.50,-30.11,-28.29,-28.05,-24.15,-10.99,3.54
25.7109,3.93,11.15,7.83,5.73,-2.25,-2.74,-7.29,-14.67,-25.71,-23.07,-22.70,-5.94,4.75,16.60
25.7188,11.06,11.80,9.16,0.49,-1.53,-7.75,-7.38,-12.93,-21.08,-19.85,-9.96,3.48,12.45,13.72
25.7266,21.40,18.03,6.45,-0.48,-2.89,-8.36,-7.87,-7.93,-17.41,-13.74,-0.53,2.61,7.74,12.85
25.7344,26.08,11.90,6.79,-0.51,-8.95,-6.39,-14.84,-9.72,-13.49,-11.96,-2.82,4.61,3.82,4.00
25.7422,13.77,3.69,-12.84,-19.05,-13.36,-10.70,-18.36,-13.96,-9.09,-4.20,1.32,5.30,8.04,-0.94
25.7500,-5.69,-18.85,-25.26,-26.42,-19.38,-16.59,-8.65,-10.27,2.18,2.12,6.33,8.30,3.42,-1.78
25.7578,-22.50,-28.25,-32.32,-28.86,-11.12,-8.50,-0.67,0.62,12.63,12.95,12.54,7.56,-1.93,-5.56
25.7656,-33.94,-27.39,-21.39,-16.22,-4.88,-0.53,4.38,4.95,14.57,9.34,1.12,-2.56,-6.38,-13.74
25.7734,-26.42,-18.54,-11.62,-0.10,5.96,10.60,8.63,0.60,2.94,-0.43,-6.43,-13.22,-18.59,-21.52
25.7813,-11.37,-9.23,6.47,16.71,11.74,3.68,2.46,-2.18,-5.37,-12.90,-20.61,-26.56,-24.92,-21.36
25.7891,-7.10,-4.14,8.31,11.07,6.59,0.02,-8.01,-10.61,-21.00,-26.24,-22.63,-22.97,-18.59,-3.26
25.7969,-11.90,-0.27,3.86,9.06,-3.31,-2.44,-14.93,-22.54,-22.02,-27.69,-20.40,-11.16,-3.21,4.13
25.8047,-6.37,2.74,4.15,4.12,-1.90,-5.56,-14.22,-13.58,-21.29,-19.78,-13.17,0.13,11.61,19.31
25.8125,1.20,14.88,12.49,13.94,-2.16,-8.56,-11.53,-14.09,-17.27,-10.49,-6.81,5.37,18.17,20.72
25.8203,21.31,23.50,17.95,7.52,-8.85,-10.17,-15.88,-14.07,-22.06,-12.45,-1.41,7.24,16.24,12.68
25.8281,30.30,24.37,15.19,-0.38,-13.06,-20.21,-25.80,-22.51,-19.69,-1.41,4.43,12.79,17.18,13.86
25.8359,21.03,7.63,-3.41,-25.38,-24.18,-29.48,-28.47,-15.98,-6.92,9.86,15.97,21.26,21.85,15.27
25.8438,1.13,-10.26,-25.09,-38.45,-29.58,-28.17,-23.27,-9.01,8.44,17.14,27.26,29.09,18.19,11.94
25.8516,-15.69,-27.86,-33.69,-39.92,-25.80,-19.99,-7.45,5.99,22.12,29.34,30.59,25.51,11.76,2.22
25.8594,-15.81,-26.42,-27.10,-28.47,-10.52,-3.74,5.55,14.77,31.39,32.04,20.81,5.49,-4.70,-14.19
25.8672,-19.47,-24.46,-14.37,-14.39,-2.00,5.14,12.71,17.09,30.07,15.17,4.65,-10.47,-16.56,-21.98
25.8750,-13.54,-13.11,-10.87,-9.04,-2.42,-0.29,8.91,14.13,12.74,5.08,-11.49,-18.48,-19.80,-21.19
25.8828,-21.89,-19.14,-11.16,-5.58,-2.65,5.01,9.30,6.01,3.09,-15.08,-17.70,-17.73,-15.63,-11.87
25.8906,-22.18,-16.50,-18.73,-2.11,-2.73,6.95,7.31,2.33,0.30,-6.29,-16.35,-13.95,-8.78,3.34
25.8984,-19.83,-15.28,-0.42,3.02,1.83,9.65,6.81,7.86,-2.03,-6.71,-12.51,-5.42,3.66,9.75
25.9063,-3.62,4.48,8.55,16.75,12.04,6.22,9.20,1.40,-10.51,-7.70,-12.59,-6.36,5.62,17.45
25.9141,10.28,15.41,16.01,15.58,6.47,1.78,-1.53,-3.93,-16.48,-16.07,-7.44,-3.97,10.54,17.83
25.9219,20.76,16.71,11.59,7.58,-2.27,-6.34,-8.01,-5.57,-17.57,-14.24,-3.23,9.95,20.99,29.24
25.9297,9.09,4.15,-5.40,-13.43,-13.29,-13.59,-11.74,1.23,-9.92,-2.92,12.42,23.16,25.57,30.36
25.9375,0.47,-14.33,-19.58,-24.40,-9.45,-11.11,-2.06,-4.42,1.48,11.71,27.87,27.65,28.19,26.06
25.9453,-15.60,-23.14,-21.75,-22.59,-7.73,-0.20,5.62,8.63,17.53,28.34,30.44,26.36,29.06,17.56
25.9531,-12.87,-16.44,-20.33,-6.46,1.51,9.17,14.70,18.93,26.78,29.88,27.54,28.46,10.58,3.66
25.9609,-25.43,-17.52,-10.34,-0.58,5.92,11.52,16.98,16.16,24.61,15.17,9.48,2.42,-5.71,-12.67
25.9688,-12.88,-14.81,-12.17,3.26,10.10,14.86,12.14,8.72,16.19,8.86,-0.51,-1.01,-7.51,-12.57
25.9766,-22.74,-16.55,-6.69,0.07,6.06,14.35,9.98,6.35,11.94,3.51,0.89,-4.57,-2.45,-4.31
25.9844,-30.71,-20.39,-1.29,12.04,13.53,11.21,16.45,8.64,10.29,-0.28,0.09,-2.45,-3.14,2.37
25.9922,-23.80,-1.02,10.62,21.81,21.37,15.39,13.44,7.77,1.26,-2.79,-3.99,-5.57,2.86,1.14
26.0000,-1.12,21.33,32.16,37.04,23.89,18.01,9.20,3.63,-5.64,-6.84,-7.56,-0.15,0.60,9.40
26.0078,17.06,36.07,37.87,36.75,19.47,8.14,2.82,-7.77,-12.81,-15.29,-11.38,-2.24,10.22,7.38
26.0156,29.24,31.58,34.80,23.06,8.49,0.27,-12.33,-13.15,-16.79,-14.34,1.13,10.01,18.60,21.42
26.0234,22.22,26.31,14.70,-0.36,-4.25,-8.04,-17.82,-9.42,-6.56,2.95,13.10,22.54,23.35,23.75
26.0313,19.55,8.72,-0.10,-6.90,-8.80,-14.25,-6.19,0.99,8.97,17.00,29.27,31.20,27.80,18.40
26.0391,14.62,11.83,2.63,-10.49,-4.58,-2.71,1.15,7.20,21.97,28.48,30.30,29.81,22.36,5.43
26.0469,14.74,8.94,-1.38,-4.65,0.72,1.69,6.14,14.12,22.36,33.37,25.74,18.49,7.47,-6.82
26.0547,10.53,8.29,-5.93,-5.02,0.84,0.18,9.00,17.59,24.63,22.31,16.51,8.53,-8.87,-24.95
26.0625,-0.76,-1.83,-8.42,-15.63,-0.15,4.36,6.50,11.58,20.79,20.55,12.36,-6.00,-14.75,-20.85
26.0703,-15.56,-10.30,-16.88,-11.61,-4.79,9.46,11.00,20.48,25.43,12.38,7.07,-5.91,-17.48,-18.89
26.0781,-18.89,-18.39,-15.43,-3.54,4.61,17.12,16.69,20.50,23.60,7.94,0.46,-11.12,-19.33,-24.15
26.0859,-16.58,-5.84,6.79,12.97,15.38,26.05,25.61,24.79,13.14,-2.33,-16.80,-23.80,-21.67,-21.11
26.0938,1.84,13.58,24.57,30.95,21.84,25.70,16.49,15.60,-3.88,-17.35,-27.96,-28.07,-25.46,-16.46
26.1016,20.26,28.44,28.99,29.52,21.68,12.83,12.57,1.53,-16.13,-25.46,-34.15,-24.84,-14.78,-6.28
26.1094,20.31,29.13,24.17,21.24,5.21,7.19,0.71,-5.89,-21.71,-23.48,-22.56,-17.58,-6.13,10.01
26.1172,14.91,19.83,10.35,1.64,4.24,-1.37,-3.04,-10.99,-19.34,-20.06,-24.38,1.78,9.45,17.14
26.1250,17.60,11.81,7.82,1.61,1.40,-4.26,-3.57,-2.99,-12.81,-6.58,0.71,13.45,18.83,20.45
26.1328,14.35,8.48,9.22,2.63,-0.03,0.61,-2.61,4.00,-2.76,6.82,5.05,10.50,10.91,13.45
26.1406,19.86,8.52,3.90,2.57,-0.86,-0.36,3.41,-3.76,3.87,4.80,9.54,4.82,8.24,-1.80
26.1484,17.52,3.64,-4.84,-8.58,-3.06,-4.45,1.30,-3.41,2.88,3.18,1.47,4.68,-0.90,-10.00
26.1563,-4.84,-12.88,-13.25,-18.20,-6.60,-6.33,-4.39,-1.88,2.13,3.23,5.15,-4.00,-8.05,-8.26
26.1641,-22.64,-26.37,-18.64,-17.43,-3.03,3.10,1.72,4.92,8.10,10.83,5.70,-5.23,-9.32,-16.68
26.1719,-26.30,-26.02,-10.18,1.05,10.62,11.38,13.71,11.69,14.69,3.37,-4.05,-11.14,-19.99,-21.75
26.1797,-18.19,-7.64,5.96,18.83,21.00,18.14,9.54,6.29,-0.47,-2.96,-5.43,-22.87,-20.36,-23.92
26.1875,-5.19,11.85,18.14,29.28,18.62,17.17,4.43,0.41,-15.34,-18.02,-28.44,-31.66,-27.09,-18.42
26.1953,8.85,19.33,23.29,29.47,13.16,2.86,-2.35,-12.37,-28.33,-34.73,-28.55,-25.35,-17.81,-13.16
26.2031,9.90,15.23,19.51,14.87,4.99,-2.59,-12.43,-20.76,-30.84,-33.89,-22.56,-11.01,-5.14,2.69
26.2109,10.31,17.22,14.91,8.28,-5.38,-14.98,-15.27,-19.05,-29.50,-23.88,-10.91,2.53,6.91,18.59
26.2188,18.01,15.66,16.47,8.54,-2.06,-10.48,-16.05,-16.12,-17.61,-9.10,3.63,7.86,10.62,11.05
26.2266,25.84,21.60,15.42,4.01,-8.93,-12.66,-18.48,-12.24,-11.82,-3.50,4.41,14.45,9.09,8.17
26.2344,27.68,27.32,10.57,-1.04,-13.62,-18.19,-22.62,-12.32,-12.97,-2.43,9.52,7.11,2.90,-3.52
26.2422,20.10,23.90,-3.99,-22.74,-22.31,-27.41,-20.58,-16.06,-5.93,8.72,7.59,6.50,3.30,-3.04
26.2500,1.12,-12.24,-22.01,-36.55,-27.40,-23.53,-21.34,-11.66,8.94,16.21,12.06,11.35,3.10,-6.58
26.2578,-10.74,-27.61,-30.20,-34.07,-23.85,-14.12,-7.15,5.87,16.53,21.35,15.89,1.97,-4.47,-13.75
26.2656,-25.56,-27.79,-30.83,-24.29,-9.97,-5.66,1.45,11.74,25.92,14.03,2.89,-3.62,-18.11,-22.92
26.2734,-6.57,-19.15,-11.11,-7.58,-6.04,19.61,14.07,10.02,17.84,7.28,-10.41,-24.51,-29.79,-33.06
26.2813,-7.95,-6.95,-4.36,5.21,-0.30,1.54,6.89,1.21,-2.48,-14.95,-22.84,-33.96,-30.83,-24.25
26.2891,-8.68,-3.42,1.56,-0.81,2.08,2.61,-2.39,-3.70,-15.77,-21.28,-33.94,-33.57,-25.25,-13.48
26.2969,-7.63,-5.17,-4.54,-4.13,-2.36,-2.63,-4.66,-10.77,-14.78,-22.47,-29.99,-22.56,-10.71,0.91
26.3047,-13.23,-8.71,-5.93,-1.47,-0.20,-7.11,-5.38,-9.01,-16.47,-19.87,-21.97,-8.13,-1.44,13.36
26.3125,-2.24,5.34,2.82,2.38,1.41,-4.87,-4.13,-4.95,-18.83,-20.83,-10.13,-2.94,7.53,17.56
26.3203,16.65,16.70,7.09,5.11,-1.51,-7.96,-6.99,-8.32,-16.94,-13.45,-8.28,1.23,10.36,15.52
26.3281,20.49,14.73,5.94,-4.26,-10.69,-9.62,-10.80,-18.54,-19.59,-10.36,-3.65,9.67,14.46,22.07
26.3359,9.43,-0.66,-13.06,-23.90,-16.10,-22.29,-16.33,-13.88,-11.51,-1.59,8.96,13.61,17.28,23.93
26.3438,-5.25,-24.63,-29.71,-30.39,-22.89,-18.37,-11.86,-9.12,2.39,9.59,16.91,25.00,21.46,15.71
