time,AF3,F7,F3,FC5,T7,P7,O1
22.367,8.328,11.808,8.849,11.630,10.476,12.406,11.743
22.375,5.460,3.075,3.945,6.283,6.147,6.512,2.319
22.383,3.592,4.560,2.667,1.348,3.862,3.103,2.292
22.391,9.880,11.041,7.370,6.623,9.084,6.940,6.853
22.398,19.790,20.043,20.224,20.904,20.299,19.796,18.357
22.406,32.000,34.171,34.471,33.194,32.164,29.293,31.564
22.414,38.776,40.584,39.511,41.653,37.351,38.241,39.842
22.422,38.674,40.628,41.589,37.751,39.790,40.119,39.559
22.430,37.929,39.292,37.928,36.510,38.908,38.037,38.658
22.438,33.748,32.158,29.592,33.133,31.417,34.155,34.734
22.445,30.222,29.509,30.012,29.306,27.174,27.978,30.129
22.453,29.058,26.454,27.397,27.287,28.234,30.325,31.224
22.461,27.298,28.840,25.794,24.909,27.479,25.767,29.245
22.469,23.744,21.802,23.753,23.050,24.728,24.589,23.660
22.477,21.643,17.782,16.746,18.869,16.945,16.861,20.213
22.484,20.355,20.433,20.391,21.591,23.221,19.652,20.171
22.492,26.674,31.326,30.343,28.597,29.056,28.239,28.215
22.500,43.235,41.924,41.911,42.341,39.501,45.316,42.435
22.508,55.718,55.767,54.330,56.505,55.857,55.403,56.491
22.516,59.319,59.399,60.930,63.578,60.760,64.219,61.985
22.523,63.829,62.513,64.152,62.777,62.605,64.366,60.756
22.531,56.217,57.997,58.504,60.975,56.632,58.891,58.886
22.539,55.260,57.456,52.038,56.348,52.920,52.922,53.469
22.547,51.285,54.766,55.601,50.680,51.991,54.657,50.442
22.555,50.381,50.168,53.589,48.666,52.453,51.604,48.758
22.562,50.132,47.892,47.647,51.506,49.587,46.716,47.016
22.570,43.615,43.979,44.615,45.426,44.069,43.841,42.369
22.578,40.337,42.420,39.017,42.708,42.258,38.417,37.949
22.586,39.891,42.092,42.103,40.204,40.912,42.611,44.256
22.594,50.482,52.097,48.751,51.302,50.688,49.015,51.399
22.602,64.069,63.232,62.237,62.278,64.169,62.682,61.713
22.609,71.885,72.578,74.652,75.577,74.390,73.692,73.998
22.617,77.036,76.542,77.663,79.744,75.829,77.913,78.422
22.625,72.813,76.580,74.317,72.568,76.522,77.082,75.775
22.633,65.965,67.791,69.019,66.537,71.007,70.558,67.908
22.641,60.125,64.254,63.414,64.511,64.130,64.327,62.826
22.648,56.992,58.458,57.727,61.070,58.968,57.224,60.860
22.656,54.663,55.343,55.898,54.030,53.473,55.078,55.762
22.664,47.835,52.284,48.409,52.275,48.689,48.516,50.123
22.672,43.623,42.821,40.819,43.699,43.157,44.489,43.548
22.680,37.245,40.207,35.605,40.254,36.687,39.134,36.960
22.688,38.983,35.664,39.512,37.705,39.976,36.297,39.081
22.695,45.743,45.623,46.173,43.911,48.035,47.953,45.776
22.703,54.914,57.997,53.533,56.366,57.775,57.102,57.840
22.711,61.295,62.255,65.667,62.378,63.660,63.940,61.118
22.719,63.747,64.660,62.875,65.228,64.294,64.053,66.060
22.727,59.905,58.699,59.148,58.366,59.173,58.102,59.469
22.734,50.298,52.211,53.667,48.162,49.099,51.185,49.720
22.742,43.093,45.877,44.227,41.566,43.880,44.983,42.434
22.750,39.382,38.308,38.044,38.684,37.857,39.478,37.333
22.758,34.527,31.544,32.677,32.868,36.822,35.086,35.394
22.766,28.455,25.466,28.080,24.511,28.164,28.156,25.723
22.773,21.011,20.829,19.828,20.049,17.259,20.919,17.872
22.781,13.601,14.755,13.043,14.025,13.492,14.879,13.534
22.789,16.657,17.125,17.195,13.899,17.067,17.704,16.659
22.797,25.825,24.152,21.988,23.853,25.103,22.456,20.924
22.805,32.279,33.570,34.220,33.827,37.913,33.338,33.758
22.812,40.479,42.821,43.292,41.998,39.075,42.667,41.428
22.820,42.553,42.536,43.065,41.327,41.786,39.582,42.497
22.828,32.959,34.587,35.085,35.479,34.669,37.025,35.823
22.836,27.011,28.851,29.726,30.323,28.181,28.224,29.278
22.844,24.145,23.252,23.859,20.288,22.760,24.460,22.178
22.852,19.803,21.040,19.958,17.207,18.344,18.792,21.337
22.859,18.062,18.665,16.008,17.697,14.888,14.269,17.393
22.867,10.666,9.354,8.195,8.426,10.307,10.154,11.326
22.875,6.058,4.252,5.239,5.811,4.325,7.216,4.480
22.883,4.776,2.132,2.331,4.262,1.593,1.726,3.138
22.891,9.227,9.981,10.488,6.361,8.794,8.525,7.721
22.898,21.283,18.468,17.399,22.784,18.310,19.412,19.394
22.906,32.060,33.857,29.566,33.905,33.748,32.482,30.100
22.914,39.575,40.680,42.570,41.586,38.979,42.512,41.774
22.922,42.078,40.180,39.604,38.325,38.612,41.752,41.686
22.930,36.479,38.530,36.677,38.614,37.220,37.042,33.244
22.938,31.709,31.594,30.671,33.428,31.576,29.281,33.233
22.945,26.104,27.585,28.969,28.953,27.497,29.880,28.712
22.953,31.415,29.585,31.621,27.776,29.587,27.498,26.256
22.961,28.955,25.653,26.529,24.858,27.009,24.127,26.450
22.969,20.086,20.523,20.396,22.569,21.682,20.027,24.583
22.977,22.265,18.165,19.808,17.770,20.678,18.834,18.809
22.984,19.391,21.881,21.013,22.848,21.806,21.177,20.267
22.992,25.076,27.545,27.180,27.665,26.410,26.290,27.286
23.000,43.620,40.691,43.815,41.807,44.288,43.967,41.197
23.008,56.157,54.294,56.750,54.346,56.913,55.493,55.758
23.016,61.774,61.332,63.929,62.900,60.577,64.990,60.959
23.023,64.857,61.717,65.862,61.017,62.007,65.001,60.940
23.031,59.740,58.284,59.379,57.948,58.992,57.339,55.785
23.039,57.193,54.630,55.506,52.465,52.702,50.786,55.658
23.047,50.727,53.518,50.737,51.407,53.440,52.117,55.213
23.055,53.420,52.737,53.213,53.702,53.709,52.508,53.778
23.062,46.351,50.223,50.237,47.447,47.611,49.710,48.711
23.070,44.198,45.355,44.405,43.808,43.466,43.367,46.666
23.078,43.109,39.268,38.502,41.042,41.003,42.280,42.776
23.086,39.864,40.586,43.152,40.752,45.073,39.423,41.920
23.094,48.801,50.808,49.430,52.762,50.140,52.208,49.433
23.102,65.029,64.538,62.710,64.604,63.430,62.260,64.402
23.109,74.488,72.616,73.835,71.175,72.398,74.554,73.118
23.117,77.088,77.257,78.328,78.345,75.495,77.473,75.331
23.125,75.870,72.521,72.802,75.160,73.226,76.444,74.861
23.133,66.805,69.442,68.801,66.991,70.572,69.425,70.577
23.141,60.976,64.009,64.544,61.792,60.258,60.578,64.116
23.148,60.856,57.942,57.029,56.596,58.580,61.040,58.600
23.156,56.143,54.270,56.613,53.878,54.527,54.131,55.349
23.164,48.025,52.183,52.458,47.981,49.869,52.081,49.695
23.172,41.289,40.870,43.369,44.902,44.444,45.433,40.859
23.180,34.969,40.230,40.603,36.160,39.393,36.076,38.186
23.188,36.796,37.523,40.158,37.876,39.846,39.919,35.932
23.195,45.081,46.769,47.175,45.866,47.166,48.416,43.534
23.203,54.973,54.851,53.173,53.487,57.471,58.484,58.384
23.211,64.792,64.870,66.650,61.738,63.340,63.202,61.768
23.219,63.221,63.370,65.138,64.123,61.318,66.493,63.854
23.227,57.639,58.414,55.997,58.892,61.016,60.017,59.368
23.234,51.878,51.453,51.600,51.312,50.372,52.192,49.167
23.242,42.213,40.986,40.998,44.531,44.477,45.532,41.986
23.250,40.178,37.682,40.347,40.373,39.430,40.088,37.533
23.258,35.767,33.882,34.182,31.796,36.034,33.089,35.053
23.266,26.511,24.907,24.264,25.812,26.903,26.138,26.965
23.273,20.308,21.060,18.927,21.706,18.827,17.465,19.671
23.281,11.803,13.127,12.138,13.255,15.552,16.419,12.383
23.289,13.485,16.430,13.741,16.091,14.252,14.749,17.284
23.297,25.480,23.225,24.451,26.428,22.915,25.733,25.428
23.305,34.688,35.487,37.304,32.633,33.040,36.379,33.455
23.312,39.603,39.932,40.709,42.866,41.095,41.232,40.226
23.320,39.707,43.477,40.863,43.055,40.901,41.668,38.311
23.328,35.816,35.829,34.234,32.631,37.540,34.893,34.855
23.336,30.011,26.549,31.165,30.008,28.519,27.281,26.495
23.344,21.289,25.176,22.089,20.990,22.080,24.721,22.008
23.352,17.554,19.166,18.120,21.013,17.895,20.417,17.390
23.359,16.808,17.447,14.325,14.088,18.206,16.216,15.520
23.367,11.228,9.912,9.904,11.612,11.765,12.225,10.587
23.375,6.426,4.347,4.861,2.110,4.673,3.632,6.688
23.383,2.778,1.941,2.130,4.107,0.845,1.417,5.371
23.391,6.990,7.437,7.292,7.871,9.194,10.673,9.984
23.398,19.379,20.434,21.235,18.142,20.724,17.349,22.248
23.406,30.615,31.468,32.436,29.593,31.977,30.362,33.163
23.414,38.394,38.816,38.989,38.130,37.488,39.029,39.197
23.422,38.913,38.896,39.902,39.418,39.836,41.415,41.597
23.430,34.916,34.332,36.574,38.125,36.038,38.189,38.547
23.438,31.350,30.082,31.326,34.398,31.392,32.183,34.011
23.445,31.493,30.342,28.259,29.070,28.656,30.784,28.070
23.453,26.602,28.598,28.627,28.582,31.153,28.565,29.347
23.461,28.840,28.672,23.912,26.504,24.189,23.708,27.083
23.469,21.904,22.295,24.468,21.196,22.287,19.688,23.357
23.477,18.323,18.238,22.060,19.485,19.936,21.400,16.717
23.484,21.747,20.286,22.515,21.260,17.691,19.904,19.246
23.492,27.811,30.891,27.161,30.248,27.053,25.863,29.882
23.500,39.145,39.698,42.282,43.331,41.498,41.388,43.944
23.508,57.388,54.920,54.677,54.528,56.461,54.333,56.167
23.516,61.587,61.238,60.931,63.747,61.308,60.851,63.486
23.523,61.785,60.037,63.312,63.139,62.281,64.770,60.964
23.531,59.378,58.440,59.554,58.923,57.000,59.301,58.866
23.539,55.012,56.093,56.700,51.032,55.901,57.773,55.596
23.547,50.218,52.240,53.259,50.759,54.702,55.549,50.084
23.555,49.371,49.916,50.419,53.052,49.938,47.750,51.950
23.562,47.619,50.899,48.887,46.422,46.543,49.853,51.030
23.570,46.320,42.123,41.802,44.054,43.367,45.191,45.397
23.578,39.966,41.849,39.898,38.466,39.651,41.631,38.958
23.586,44.298,43.845,42.555,41.641,44.122,41.985,44.117
23.594,50.068,51.866,49.897,48.895,50.570,48.971,51.138
23.602,64.671,63.197,62.093,61.073,61.054,63.370,60.940
23.609,72.610,75.844,72.025,75.302,73.836,75.203,74.857
23.617,76.096,77.646,77.530,77.772,77.345,79.715,77.485
23.625,76.879,72.801,72.461,77.020,74.539,74.911,76.277
23.633,69.364,70.217,70.288,68.253,67.817,68.939,69.261
23.641,60.707,64.404,64.504,60.655,62.842,62.873,61.799
23.648,58.108,58.578,59.193,60.764,59.132,56.965,59.057
23.656,57.871,56.014,53.471,57.045,55.424,53.197,54.559
23.664,47.808,51.456,51.588,49.191,52.541,50.787,52.772
23.672,40.650,44.063,40.513,40.808,44.149,42.312,43.845
23.680,39.864,38.971,39.507,37.474,35.290,38.116,37.038
23.688,39.236,37.865,37.739,41.214,39.637,39.428,39.784
23.695,43.429,44.412,43.651,44.932,46.383,44.801,43.641
23.703,55.100,54.385,55.074,54.941,55.435,57.507,56.624
23.711,64.854,62.915,65.434,61.335,62.503,61.554,65.416
23.719,64.082,65.969,63.200,64.649,61.579,63.814,61.040
23.727,58.883,56.904,60.811,57.770,59.928,56.404,61.007
23.734,52.274,50.300,50.254,47.748,51.899,50.706,50.523
23.742,44.590,44.156,43.886,41.524,42.808,41.218,41.955
23.750,38.866,37.763,37.914,36.899,39.768,36.758,38.262
23.758,33.677,35.766,34.975,31.443,34.238,32.868,34.158
23.766,25.206,28.110,25.122,27.270,26.238,27.172,27.263
23.773,16.623,16.871,19.996,18.876,20.547,18.209,19.408
23.781,11.323,16.732,14.339,12.913,17.030,11.657,16.118
23.789,16.517,16.119,13.217,15.110,14.647,16.039,14.922
23.797,22.200,23.727,21.686,22.791,25.303,24.688,23.964
23.805,33.051,32.686,37.122,32.334,36.187,36.746,33.311
23.812,42.386,42.452,40.805,39.908,39.839,39.635,42.973
23.820,43.162,40.095,40.788,39.293,42.105,43.489,40.146
23.828,36.451,34.369,37.161,33.724,36.195,33.678,37.187
23.836,28.556,26.024,25.776,29.455,25.992,27.475,27.828
23.844,20.529,24.205,21.693,22.795,22.508,25.241,21.397
23.852,21.034,18.979,19.165,18.509,19.018,21.197,18.702
23.859,17.693,18.820,14.268,18.520,15.774,14.829,17.996
23.867,9.322,12.472,9.120,8.164,10.602,10.113,11.159
23.875,3.312,5.267,5.060,5.921,6.009,6.120,4.511
23.883,1.840,3.154,3.068,4.990,0.669,3.781,1.440
23.891,8.295,9.189,7.720,10.248,9.373,6.934,7.733
23.898,19.745,21.859,20.361,21.521,22.265,17.436,21.321
23.906,34.405,31.074,33.411,32.894,33.477,32.156,30.294
23.914,41.035,37.184,39.937,40.375,39.662,40.807,41.762
23.922,37.572,37.882,39.794,38.762,39.287,41.408,41.168
23.930,37.033,34.039,34.737,34.927,37.356,35.670,36.689
23.938,31.682,33.897,29.166,34.155,31.391,32.182,32.603
23.945,31.795,31.054,30.947,29.401,30.687,26.970,27.913
23.953,29.243,27.244,28.868,25.926,27.342,28.118,29.365
23.961,27.293,24.414,25.593,27.599,28.383,29.314,26.410
23.969,24.726,22.905,22.649,19.795,21.024,24.853,24.569
23.977,22.362,20.395,18.666,17.089,18.760,17.056,18.010
23.984,23.110,20.309,20.824,20.530,20.695,19.247,21.225
23.992,25.783,28.594,29.072,27.744,27.342,26.662,26.909
24.000,39.987,39.602,39.610,39.998,43.746,43.699,41.254
24.008,52.151,56.825,54.075,54.793,56.513,52.370,57.148
24.016,62.751,61.218,61.853,64.939,62.447,61.681,65.718
24.023,62.465,64.252,61.904,65.211,62.646,59.217,65.622
24.031,60.083,60.541,60.363,60.728,58.792,57.992,60.199
24.039,52.515,56.533,56.852,56.507,53.605,53.586,55.683
24.047,54.450,52.186,54.097,54.451,53.086,54.117,53.273
24.055,51.130,49.119,52.010,50.085,49.551,51.013,51.818
24.062,46.620,50.907,48.504,46.331,47.178,49.937,47.343
24.070,45.508,41.980,45.346,45.110,41.682,44.289,43.745
24.078,40.375,39.161,39.599,42.656,39.768,39.085,42.261
24.086,41.459,42.849,41.999,41.061,41.254,40.190,43.678
24.094,51.528,51.491,47.740,50.805,53.133,49.838,52.254
24.102,65.310,62.355,63.002,60.281,62.497,60.273,64.726
24.109,73.707,75.060,74.230,71.665,71.268,74.163,74.557
24.117,77.043,75.349,78.719,79.735,75.654,77.721,78.638
24.125,73.797,75.727,76.506,75.235,76.832,73.891,75.109
24.133,67.114,67.184,66.825,67.298,66.194,70.571,66.381
24.141,62.756,60.657,60.922,60.889,62.320,63.120,63.209
24.148,61.511,56.857,61.213,57.371,59.790,59.524,56.479
24.156,53.289,53.834,56.388,52.796,54.450,53.494,52.740
24.164,51.925,47.678,48.837,51.870,50.817,52.581,50.984
24.172,40.645,41.630,43.583,45.209,42.442,40.489,44.129
24.180,38.192,37.384,36.700,35.550,36.377,35.886,39.542
24.188,36.661,37.445,36.625,38.370,39.773,40.236,35.245
24.195,45.033,45.829,48.561,44.755,48.885,44.611,43.122
24.203,56.563,55.013,56.293,56.298,55.082,56.633,55.752
24.211,63.210,61.090,64.960,63.614,64.626,62.150,61.057
24.219,63.350,61.130,62.265,62.579,63.546,65.694,65.091
24.227,55.747,58.683,58.308,57.138,59.532,58.045,57.450
24.234,50.844,52.579,49.612,49.759,49.424,49.145,47.587
24.242,42.854,42.979,42.040,44.594,41.327,40.056,43.332
24.250,36.089,40.677,40.176,34.497,37.185,38.788,40.195
24.258,34.625,32.648,32.398,34.885,36.265,32.925,34.672
24.266,27.765,25.626,23.721,25.249,28.235,26.519,28.087
24.273,18.721,18.906,17.444,17.361,17.930,20.325,19.789
24.281,13.398,16.119,14.925,13.100,14.986,13.205,16.329
24.289,13.723,14.678,16.560,14.424,16.072,17.917,15.498
24.297,24.497,21.420,26.753,25.660,24.851,27.268,23.485
24.305,35.577,34.169,34.246,34.279,35.485,33.894,31.896
24.312,43.274,43.087,41.379,38.697,43.457,43.839,40.182
24.320,38.808,40.128,43.272,41.451,39.734,39.919,39.546
24.328,35.483,35.386,34.123,37.712,37.114,34.656,37.039
24.336,25.498,26.717,27.313,28.172,25.989,27.030,30.723
24.344,24.186,20.536,23.241,23.168,20.574,24.982,21.776
24.352,21.998,17.953,16.971,20.279,19.946,22.272,19.738
24.359,14.319,14.213,16.110,15.341,18.740,16.508,14.171
24.367,11.052,9.916,11.301,12.611,9.590,8.544,10.594
24.375,4.143,2.577,4.884,3.337,3.572,3.210,6.326
24.383,4.485,1.943,1.328,1.430,3.028,5.294,1.061
24.391,6.726,9.664,7.813,7.624,10.857,8.226,11.242
24.398,20.130,19.594,19.804,22.721,21.143,18.447,17.252
24.406,30.034,33.460,31.306,31.516,33.444,34.392,32.417
24.414,41.114,40.619,41.889,38.445,38.877,39.742,39.668
24.422,41.381,40.016,42.370,42.103,38.558,39.418,38.588
24.430,35.599,34.499,38.468,36.548,37.873,35.646,38.141
24.438,31.228,31.412,29.602,33.657,33.738,30.043,32.997
24.445,31.751,26.545,26.486,28.369,29.225,30.338,29.321
24.453,27.019,27.399,26.941,26.789,29.603,29.937,29.511
24.461,26.295,27.944,27.594,26.622,28.076,26.878,24.059
24.469,21.912,24.752,20.061,23.563,23.514,25.109,20.096
24.477,18.380,22.160,22.104,18.605,18.557,21.228,16.595
24.484,22.019,19.724,19.349,21.626,19.134,20.206,17.888
24.492,27.087,29.957,29.621,29.987,29.782,28.228,30.469
24.500,43.587,43.184,42.661,42.629,44.166,41.350,44.198
24.508,51.927,56.024,55.746,56.163,56.431,57.228,57.055
24.516,62.388,61.815,64.178,61.462,61.915,64.318,64.318
24.523,62.332,65.258,63.289,60.237,64.752,62.712,61.832
24.531,59.897,57.702,57.421,57.116,60.601,59.339,56.704
24.539,53.314,55.874,54.637,53.788,52.788,51.852,55.317
24.547,51.195,55.049,49.670,55.031,51.934,53.047,54.047
24.555,50.673,49.467,51.862,55.060,53.016,52.503,49.788
24.562,46.217,48.876,48.410,47.941,47.463,49.685,51.080
24.570,41.747,42.917,43.936,44.202,43.158,46.022,43.305
24.578,41.770,42.823,40.268,38.607,40.108,38.698,39.176
24.586,39.424,40.198,41.611,42.173,39.602,43.807,41.106
24.594,50.033,49.764,52.205,48.793,49.493,49.703,50.782
24.602,63.727,62.045,64.008,64.439,60.115,61.539,63.750
24.609,75.346,73.629,74.585,73.343,72.238,74.066,74.446
24.617,79.652,77.931,78.793,75.477,74.817,75.534,79.279
24.625,74.005,74.921,76.999,75.913,74.076,75.788,72.284
24.633,68.793,69.705,67.712,69.529,66.325,67.351,70.808
24.641,61.496,62.975,60.779,61.322,61.127,61.988,61.888
24.648,60.451,61.117,57.372,57.453,60.597,60.530,61.208
24.656,57.529,52.909,53.071,53.300,53.241,57.427,57.299
24.664,50.782,48.027,51.491,50.050,50.937,48.115,49.082
24.672,43.562,40.702,45.871,43.830,41.052,44.974,42.296
24.680,35.949,40.618,35.063,35.861,35.774,36.494,35.442
24.688,40.569,40.370,36.095,35.953,36.825,39.278,38.856
24.695,43.417,44.230,45.694,42.934,47.797,48.351,47.639
24.703,55.189,58.327,55.671,56.981,56.339,58.843,55.989
24.711,62.614,62.264,63.285,65.517,66.588,65.918,63.508
24.719,65.976,61.974,65.423,64.994,63.052,61.540,63.718
24.727,59.688,60.532,59.141,59.770,59.335,58.608,59.946
24.734,51.514,50.903,48.044,53.386,51.712,50.131,52.043
24.742,43.514,42.197,41.760,44.324,44.166,43.768,41.669
24.750,39.297,39.914,37.937,40.961,38.770,38.740,38.909
24.758,32.491,35.111,35.096,33.380,34.186,32.679,33.184
24.766,24.672,25.158,27.326,26.961,24.516,24.753,28.670
24.773,18.702,18.142,20.799,21.501,18.442,21.912,17.918
24.781,14.415,13.578,16.867,12.455,14.961,12.628,16.874
24.789,16.780,13.240,15.718,14.515,16.484,17.426,18.016
24.797,22.897,26.172,25.038,23.272,24.113,23.014,22.890
24.805,36.814,33.870,36.682,33.755,36.026,37.268,36.875
24.812,38.807,41.421,40.690,41.789,41.670,44.106,42.592
24.820,39.735,42.006,40.661,43.200,41.134,42.804,42.210
24.828,36.997,35.971,36.355,37.117,37.031,33.882,33.418
24.836,30.442,26.689,29.423,29.417,29.531,27.607,30.238
24.844,21.237,21.883,24.907,24.544,21.080,20.025,25.742
24.852,20.244,20.002,18.936,22.158,18.172,18.734,19.165
24.859,15.165,15.801,16.195,15.115,14.825,18.785,17.055
24.867,10.283,11.836,11.418,10.076,10.061,10.735,9.287
24.875,5.230,2.603,3.580,5.799,5.720,4.897,5.133
24.883,2.835,1.182,5.432,0.964,1.138,2.435,5.405
24.891,9.891,5.617,7.556,6.593,6.205,11.082,9.133
24.898,22.159,20.045,18.936,17.440,20.570,21.621,21.256
24.906,33.819,33.565,29.896,32.766,32.631,32.207,33.565
24.914,41.861,38.558,39.529,40.083,41.405,41.786,40.715
24.922,42.234,39.362,39.887,42.073,41.161,40.220,41.291
24.930,34.268,37.815,36.467,39.087,34.221,34.240,33.843
24.938,31.284,31.014,29.755,33.863,31.666,33.164,28.853
24.945,28.508,29.897,29.976,32.705,29.684,28.094,28.060
24.953,24.598,29.710,27.136,29.425,28.678,27.045,27.303
24.961,26.145,25.670,25.055,26.700,25.519,27.409,24.868
24.969,22.377,24.789,21.237,21.334,22.454,20.939,20.729
24.977,17.420,18.669,19.727,17.216,16.911,18.057,21.844
24.984,21.373,19.443,19.111,21.341,19.742,22.287,21.164
24.992,31.147,28.180,29.340,27.065,29.614,27.588,28.945
25.000,41.608,41.387,44.452,43.952,44.549,41.879,44.246
25.008,55.208,54.492,55.356,56.977,53.467,54.135,54.527
25.016,64.371,62.813,63.852,64.709,65.116,61.243,60.351
25.023,63.899,60.608,59.769,61.584,64.325,62.170,64.199
25.031,59.676,60.324,57.493,58.252,60.612,60.266,60.857
25.039,55.301,52.607,54.922,51.221,54.922,52.649,52.921
25.047,50.832,54.715,53.347,51.013,54.752,52.654,51.373
25.055,50.817,50.871,52.010,52.081,51.902,50.554,53.298
25.062,51.882,46.548,46.295,51.098,49.947,50.744,46.160
25.070,42.698,46.210,41.923,42.626,44.800,45.458,44.663
25.078,39.890,39.649,42.884,40.370,38.906,39.780,40.675
25.086,38.669,41.221,39.666,44.491,43.080,42.708,41.189
25.094,51.079,52.397,51.786,50.471,51.736,51.216,51.894
25.102,64.429,65.087,62.005,63.561,60.668,64.515,63.366
25.109,74.042,73.874,75.450,71.967,74.997,72.745,72.037
25.117,76.981,76.040,75.989,77.229,75.051,79.365,76.319
25.125,74.673,75.519,74.780,75.277,74.883,75.211,76.893
25.133,66.525,70.618,68.905,68.986,69.378,69.417,69.701
25.141,61.918,60.826,63.358,63.769,62.205,60.996,62.913
25.148,59.659,57.691,58.696,57.192,61.423,58.389,57.362
25.156,53.391,56.912,56.528,53.352,53.225,54.236,52.947
25.164,47.753,48.486,49.961,50.434,51.068,50.285,50.819
25.172,44.027,40.927,40.782,42.331,42.198,41.252,45.420
25.180,36.574,39.065,35.764,39.472,35.370,37.934,36.459
25.188,38.891,39.716,37.144,41.436,37.206,39.489,37.640
25.195,45.335,48.049,43.552,44.863,45.420,44.934,46.511
25.203,54.510,52.747,54.391,54.930,57.165,54.150,57.417
25.211,65.875,61.454,61.708,63.081,65.852,66.397,64.847
25.219,64.485,65.103,62.470,63.329,63.203,64.813,62.215
25.227,56.094,59.414,59.862,59.120,59.919,58.067,60.102
25.234,52.214,48.419,50.972,49.463,51.746,50.234,53.431
25.242,41.377,45.411,45.703,42.339,44.677,44.086,43.936
25.250,39.574,37.509,40.156,35.905,39.357,41.232,40.473
25.258,34.974,35.527,34.320,33.061,33.900,35.533,32.524
25.266,24.683,24.491,28.736,27.746,28.254,24.249,26.687
25.273,18.353,18.544,20.782,16.838,20.019,16.004,17.263
25.281,11.511,16.494,13.170,15.120,16.023,15.265,16.049
25.289,17.589,17.671,15.190,17.280,18.086,16.596,16.465
25.297,25.016,24.747,22.012,20.972,26.523,23.417,26.799
25.305,35.660,34.086,35.769,33.944,34.809,34.152,33.549
25.312,42.617,42.328,41.545,39.480,39.569,42.438,43.232
25.320,42.770,41.078,41.763,40.748,41.772,43.195,42.618
25.328,35.315,37.415,35.342,34.822,33.249,36.685,34.394
25.336,26.307,29.010,26.282,30.483,27.983,26.821,26.101
25.344,23.528,22.191,21.151,23.542,21.988,22.456,23.301
25.352,21.089,20.247,17.338,19.554,19.245,18.214,20.698
25.359,15.485,14.220,15.727,15.949,13.863,15.772,15.882
25.367,10.641,9.451,8.570,10.126,8.545,12.627,8.935
25.375,6.552,4.554,2.631,6.612,3.980,6.263,4.462
25.383,5.008,1.501,5.503,0.406,2.720,4.877,3.475
25.391,10.888,8.587,5.989,6.411,9.779,8.070,5.893
25.398,21.884,19.612,16.996,19.648,20.346,21.262,20.509
25.406,30.536,32.928,32.250,32.933,32.893,32.002,34.349
25.414,39.561,39.576,39.644,40.194,41.070,37.825,38.604
25.422,38.230,40.636,42.920,43.047,37.961,39.528,40.300
25.430,34.045,37.754,38.495,35.029,35.856,36.863,36.659
25.438,30.348,30.805,33.786,32.080,32.036,32.402,31.994
25.445,31.257,29.501,27.749,29.558,29.508,32.254,27.589
25.453,29.957,27.807,30.786,29.974,27.714,27.362,29.760
25.461,25.985,25.100,27.343,23.305,28.241,27.535,26.989
25.469,20.789,24.794,21.645,23.621,22.705,22.482,22.729
25.477,17.449,20.549,19.721,18.854,20.001,18.073,21.624
25.484,22.173,19.233,19.958,16.822,20.642,21.368,21.145
25.492,26.610,28.509,28.249,26.141,28.405,26.636,30.281
25.500,40.572,43.118,43.507,42.265,39.675,44.175,44.277
25.508,54.483,58.079,53.681,53.370,52.775,55.281,52.935
25.516,61.933,63.412,60.784,61.366,60.737,62.545,60.480
25.523,64.203,63.070,61.090,63.300,63.208,60.109,64.354
25.531,60.739,60.465,58.301,59.610,59.033,61.358,57.916
25.539,51.427,56.204,53.588,53.006,51.185,52.609,54.716
25.547,53.786,54.613,51.369,51.203,54.808,50.095,54.971
25.555,53.471,52.997,51.909,52.510,54.160,52.938,50.276
25.562,48.831,50.945,50.971,50.471,49.144,50.035,49.980
25.570,46.182,42.965,45.212,43.903,45.738,46.092,42.914
25.578,40.123,40.745,40.168,39.127,41.451,42.650,38.191
25.586,39.745,43.075,43.340,42.131,39.841,41.456,39.631
25.594,49.643,49.465,52.629,49.756,51.197,48.959,50.672
25.602,61.026,64.225,59.745,60.895,62.400,61.450,62.943
25.609,71.824,71.304,72.324,73.972,73.776,75.644,74.315
25.617,76.863,78.983,78.379,79.125,77.749,76.071,79.515
25.625,73.710,76.296,76.344,75.871,74.558,75.384,75.026
25.633,70.204,68.037,66.743,69.369,69.206,66.972,67.518
25.641,60.860,63.687,61.238,61.169,62.783,60.245,62.599
25.648,57.968,56.969,58.017,56.612,56.714,56.782,59.375
25.656,56.440,54.617,55.103,54.098,52.770,53.327,55.249
25.664,49.330,51.552,47.679,51.048,50.881,49.764,52.238
25.672,44.905,42.218,43.231,44.540,43.760,41.060,41.069
25.680,36.950,35.688,38.657,40.593,39.259,37.786,37.266
25.688,40.400,36.033,35.547,37.476,36.034,40.993,38.856
25.695,45.684,46.648,44.098,45.086,46.419,42.137,46.225
25.703,56.582,56.561,56.575,53.389,57.193,55.162,55.335
25.711,64.111,65.903,63.110,63.215,61.451,65.240,62.855
25.719,67.143,65.925,64.232,64.004,63.608,64.054,62.103
25.727,58.181,55.263,61.102,58.152,57.646,59.435,59.259
25.734,51.952,50.191,51.955,50.022,51.329,53.464,49.126
25.742,41.213,44.115,40.169,43.429,45.948,42.961,45.256
25.750,37.658,36.887,38.830,41.011,38.357,38.854,36.788
25.758,32.687,32.874,34.075,32.917,32.249,36.176,31.872
25.766,27.392,30.150,27.507,25.967,26.809,27.643,24.636
